"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"2085","P24468;F1DAL7;F1DAL9;P10589;P10588","P24468;F1DAL7;F1DAL9;P10589;P10588","P24468;F1DAL7;F1DAL9;P10589","3;2;2;2;1","3;2;2;2;1","3;2;2;2;1","COUP transcription factor 2;COUP transcription factor 1;COUP transcription factor 1;COUP transcription factor 1",5,3,3,3
"2086","P24534;C9JZW3;F8WF65;F2Z2G2","P24534;C9JZW3;F8WF65;F2Z2G2","P24534","7;2;1;1","5;2;1;1","5;2;1;1","Elongation factor 1-beta",4,7,5,5
"2087","Q5QNZ2;P24539","Q5QNZ2;P24539","Q5QNZ2;P24539","3;3","3;3","3;3","ATP synthase F(0) complex subunit B1, mitochondrial;ATP synthase F(0) complex subunit B1, mitochondrial",2,3,3,3
"2088","P24666;F2Z2Q9;G5E9R5;D3YTI2","P24666;F2Z2Q9;G5E9R5;D3YTI2","P24666;F2Z2Q9;G5E9R5;D3YTI2","2;1;1;1","2;1;1;1","2;1;1;1","Low molecular weight phosphotyrosine protein phosphatase;Low molecular weight phosphotyrosine protein phosphatase;Acid phosphatase 1, soluble, isoform CRA_d;Low molecular weight phosphotyrosine protein phosphatase",4,2,2,2
"2089","P24723;G3V4Q6;G3V5F8;G3V3E7;G3V304;G3V4Q9;G3V5U5;G3V4X4;G3V5Y6;H0YJX3;G3V4H0;A0A1W2PPU0;G3V520;G3V4L3","P24723;G3V4Q6;G3V5F8;G3V3E7;G3V304;G3V4Q9;G3V5U5;G3V4X4;G3V5Y6;H0YJX3;G3V4H0;A0A1W2PPU0;G3V520;G3V4L3","P24723;G3V4Q6","9;5;2;2;2;2;2;2;2;2;1;1;1;1","9;5;2;2;2;2;2;2;2;2;1;1;1;1","7;4;1;1;1;1;1;1;1;2;1;0;1;0","Protein kinase C eta type;Protein kinase C eta type (Fragment)",14,9,9,7
"2090","P24844","P24844","P24844","6","2","2","Myosin regulatory light polypeptide 9",1,6,2,2
"2091","P25116","P25116","P25116","2","2","2","Proteinase-activated receptor 1",1,2,2,2
"2092","P25205;J3KQ69;A0A499FHX9","P25205;J3KQ69;A0A499FHX9","P25205;J3KQ69;A0A499FHX9","13;9;9","13;9;9","13;9;9","DNA replication licensing factor MCM3;DNA replication licensing factor MCM3;DNA replication licensing factor MCM3",3,13,13,13
"2093","P25391;A0A087WYH7;A0A075B783;A0A0A0MSA0;Q16787","P25391;A0A087WYH7;A0A075B783;A0A0A0MSA0;Q16787","P25391","14;1;1;1;1","14;1;1;1;1","13;0;0;0;0","Laminin subunit alpha-1",5,14,14,13
"2094","P25398","P25398","P25398","9","9","9","40S ribosomal protein S12",1,9,9,9
"2095","P25490;H0YJV7;O15391;A0A494C032;H0YJU4;Q96MM3","P25490;H0YJV7;O15391;A0A494C032;H0YJU4;Q96MM3","P25490;H0YJV7;O15391","3;2;2;1;1;1","3;2;2;1;1;1","3;2;2;1;1;1","Transcriptional repressor protein YY1;Transcriptional repressor protein YY1 (Fragment);Transcription factor YY2",6,3,3,3
"2096","P25685;M0R080;M0R1D6;M0QZD0;M0QYT3;M0QXK0","P25685;M0R080;M0R1D6;M0QZD0;M0QYT3;M0QXK0","P25685;M0R080","9;5;2;2;2;2","8;4;1;1;1;1","8;4;1;1;1;1","DnaJ homolog subfamily B member 1;DnaJ homolog subfamily B member 1 (Fragment)",6,9,8,8
"2097","P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0","P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0","P25705;K7EK77","30;17;14;14;12;8;2","30;17;14;14;12;8;2","30;17;14;14;12;8;2","ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha, mitochondrial (Fragment)",7,30,30,30
"2098","P25786;F5GX11;B4DEV8","P25786;F5GX11;B4DEV8","P25786;F5GX11","7;6;2","7;6;2","7;6;2","Proteasome subunit alpha type-1;Proteasome endopeptidase complex",3,7,7,7
"2099","P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03","P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03","P25788;G3V4X5","12;8;2;2;1","12;8;2;2;1","12;8;2;2;1","Proteasome subunit alpha type-3;Proteasome endopeptidase complex",5,12,12,12
"2100","P25789;H0YN18;H0YMZ1;H0YL69;H0YLS6;H0YLC2;H0YMI6;H0YMA1;H0YKT8","P25789;H0YN18;H0YMZ1;H0YL69;H0YLS6;H0YLC2;H0YMI6;H0YMA1;H0YKT8","P25789;H0YN18;H0YMZ1;H0YL69","5;4;3;3;2;2;2;2;1","5;4;3;3;2;2;2;2;1","5;4;3;3;2;2;2;2;1","Proteasome subunit alpha type-4;Proteasome endopeptidase complex;Proteasome subunit alpha type (Fragment);Proteasome subunit alpha type (Fragment)",9,5,5,5
"2101","P26006;D6R9X8;K7EMU3;H0YA32;H0YA49","P26006;D6R9X8;K7EMU3;H0YA32;H0YA49","P26006","10;3;2;1;1","10;3;2;1;1","10;3;2;1;1","Integrin alpha-3",5,10,10,10
"2102","P26022","P26022","P26022","7","7","7","Pentraxin-related protein PTX3",1,7,7,7
"2103","P26038;V9GZ54","P26038;V9GZ54","P26038","60;8","60;8","47;6","Moesin",2,60,60,47
"2104","P26196;Q8IV96","P26196;Q8IV96","P26196","9;4","9;4","9;4","Probable ATP-dependent RNA helicase DDX6",2,9,9,9
"2105","P26232;A0A0A0MRI5;C9J144;C9IZ88;A0A0A0MTJ6","P26232;A0A0A0MRI5;C9J144;C9IZ88;A0A0A0MTJ6","P26232","7;3;1;1;1","1;0;1;1;0","1;0;1;1;0","Catenin alpha-2",5,7,1,1
"2106","P26358;K7ENW7;K7ERQ1;K7ELB1;K7ENQ6;K7EJL0","P26358;K7ENW7;K7ERQ1;K7ELB1;K7ENQ6;K7EJL0","P26358","9;2;1;1;1;1","9;2;1;1;1;1","9;2;1;1;1;1","DNA (cytosine-5)-methyltransferase 1",6,9,9,9
"2107","P26368;K7ENG2;K7ELP8","P26368;K7ENG2;K7ELP8","P26368;K7ENG2","10;7;1","10;7;1","10;7;1","Splicing factor U2AF 65 kDa subunit;U2 snRNP auxiliary factor large subunit",3,10,10,10
"2108","P26373;J3QSB4;H3BTH3;J3KS98;H3BUK8","P26373;J3QSB4;H3BTH3;J3KS98;H3BUK8","P26373;J3QSB4","18;11;5;3;2","18;11;5;3;2","18;11;5;3;2","60S ribosomal protein L13;60S ribosomal protein L13 (Fragment)",5,18,18,18
"2109","P26572;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8;D6RF69","P26572;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8;D6RF69","P26572","5;2;2;2;2;2;2;2;2","5;2;2;2;2;2;2;2;2","5;2;2;2;2;2;2;2;2","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",9,5,5,5
"2110","P26583;D6R9A6","P26583;D6R9A6","P26583;D6R9A6","14;10","11;9","11;9","High mobility group protein B2;High mobility group protein B2 (Fragment)",2,14,11,11
"2111","P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EK45;K7EKJ7;A0A087WUW5;A0A087WU68;K7ES59;K7ELW5","P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EK45;K7EKJ7;A0A087WUW5;A0A087WU68;K7ES59;K7ELW5","P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20","16;15;14;9;7;5;4;4;3;2","16;15;14;9;7;5;4;4;3;2","14;13;12;9;6;4;4;3;2;1","Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1;Polypyrimidine tract binding protein 1, isoform CRA_b;Polypyrimidine tract binding protein 1, isoform CRA_e",10,16,16,14
"2112","P26639;D6R9F8;D6RCA5;D6RDJ6;D6RBR8","P26639;D6R9F8;D6RCA5;D6RDJ6;D6RBR8","P26639","19;4;3;3;2","19;4;3;3;2","19;4;3;3;2","Threonine--tRNA ligase 1, cytoplasmic",5,19,19,19
"2113","P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;H0Y426;A0A140T904","P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;H0Y426;A0A140T904","P26640;A0A140T936","34;31;9;5;5;3;2","34;31;9;5;5;3;2","34;31;9;5;5;3;2","Valine--tRNA ligase;Valine--tRNA ligase (Fragment)",7,34,34,34
"2114","P26641","P26641","P26641","22","22","22","Elongation factor 1-gamma",1,22,22,22
"2115","P27105;F8VSL7","P27105;F8VSL7","P27105","17;7","17;7","17;7","Erythrocyte band 7 integral membrane protein",2,17,17,17
"2116","P27338","P27338","P27338","5","3","3","Amine oxidase [flavin-containing] B",1,5,3,3
"2117","P27348;E9PG15","P27348;E9PG15","P27348;E9PG15","17;11","13;9","12;8","14-3-3 protein theta;14-3-3 protein theta (Fragment)",2,17,13,12
"2118","P27487;F8WE17;H7C1N5;F8WBB6","P27487;F8WE17;H7C1N5;F8WBB6","P27487","21;3;1;1","21;3;1;1","21;3;1;1","Dipeptidyl peptidase 4",4,21,21,21
"2119","P27635;X1WI28;Q96L21;A6QRI9;B8A6G2","P27635;X1WI28;Q96L21;A6QRI9;B8A6G2","P27635;X1WI28","19;17;8;6;5","19;17;8;6;5","4;2;1;2;2","60S ribosomal protein L10;60S ribosomal protein L10 (Fragment)",5,19,19,4
"2120","P27694;I3L4R8","P27694;I3L4R8","P27694;I3L4R8","4;3","4;3","4;3","Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit (Fragment)",2,4,4,4
"2121","P27695;G3V5Q1;G3V3M6;A0A0C4DGK8;H7C4A8;G3V5M0;G3V359;G3V3C7;G3V5D9","P27695;G3V5Q1;G3V3M6;A0A0C4DGK8;H7C4A8;G3V5M0;G3V359;G3V3C7;G3V5D9","P27695;G3V5Q1;G3V3M6;A0A0C4DGK8;H7C4A8;G3V5M0;G3V359;G3V3C7","5;4;4;3;3;3;3;3;2","5;4;4;3;3;3;3;3;2","5;4;4;3;3;3;3;3;2","DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase (Fragment);DNA-(apurinic or apyrimidinic site) lyase (Fragment);DNA-(apurinic or apyrimidinic site) lyase (Fragment);DNA-(apurinic or apyrimidinic site) lyase (Fragment);DN",9,5,5,5
"2122","P27797;K7EJB9;K7EL50","P27797;K7EJB9;K7EL50","P27797;K7EJB9","27;20;2","27;20;2","27;20;2","Calreticulin;Calreticulin (Fragment)",3,27,27,27
"2123","P27816;E7EVA0;B5MEG9;H0Y2V1;F8W9U4;H7C456;A0A0J9YVV8;A0A0J9YW37","P27816;E7EVA0;B5MEG9;H0Y2V1;F8W9U4;H7C456;A0A0J9YVV8;A0A0J9YW37","P27816;E7EVA0","63;62;22;18;15;7;4;4","63;62;22;18;15;7;4;4","39;38;4;2;2;7;4;4","Microtubule-associated protein 4;Microtubule-associated protein",8,63,63,39
"2124","P27824;D6RGY2;D6RFL1;D6RAU8;D6RB85;D6RDP7;H0Y9Q7;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16;O14967","P27824;D6RGY2;D6RFL1;D6RAU8;D6RB85;D6RDP7;H0Y9Q7;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16;O14967","P27824;D6RGY2","22;11;9;6;6;6;6;6;3;2;2;1","22;11;9;6;6;6;6;6;3;2;2;1","22;11;9;6;6;6;6;6;3;2;2;1","Calnexin;Calnexin (Fragment)",12,22,22,22
"2125","X5D2R7;P28062;Q5JNW7;A0A140T998","X5D2R7;P28062;Q5JNW7;A0A140T998","X5D2R7;P28062;Q5JNW7;A0A140T998","5;5;4;4","5;5;4;4","5;5;4;4","Proteasome subunit beta;Proteasome subunit beta type-8;Proteasome subunit beta type-8;Proteasome subunit beta type-8",4,5,5,5
"2126","P28066","P28066","P28066","8","8","8","Proteasome subunit alpha type-5",1,8,8,8
"2127","P28070","P28070","P28070","7","7","7","Proteasome subunit beta type-4",1,7,7,7
"2128","P28072;I3L3X7;A0A087X2I4","P28072;I3L3X7;A0A087X2I4","P28072;I3L3X7;A0A087X2I4","4;2;2","4;2;2","4;2;2","Proteasome subunit beta type-6;Proteasome subunit beta type-6 (Fragment);Proteasome subunit beta",3,4,4,4
"2129","P28074;H0YJM8","P28074;H0YJM8","P28074","8;2","8;2","8;2","Proteasome subunit beta type-5",2,8,8,8
"2130","P28300;Q08397","P28300;Q08397","P28300","7;1","7;1","7;1","Protein-lysine 6-oxidase",2,7,7,7
"2131","P28331;B4DJ81;C9JPQ5;F8WDL5","P28331;B4DJ81;C9JPQ5;F8WDL5","P28331;B4DJ81","26;22;4;2","26;22;4;2","26;22;4;2","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",4,26,26,26
"2132","P28482","P28482","P28482","9","9","8","Mitogen-activated protein kinase 1",1,9,9,8
"2133","P28838;H0Y9Q1;H0Y983","P28838;H0Y9Q1;H0Y983","P28838","28;11;4","28;11;4","28;11;4","Cytosol aminopeptidase",3,28,28,28
"2134","P28906;Q5JTA5","P28906;Q5JTA5","P28906;Q5JTA5","6;4","6;4","6;4","Hematopoietic progenitor cell antigen CD34;Hematopoietic progenitor cell antigen CD34",2,6,6,6
"2135","P29144;A0A494C1B8;Q5VZU9;A0A494C0U1;A0A494C1S4;A0A494C159;A0A494C1S6;A0A494C0A3;A0A494C0X4","P29144;A0A494C1B8;Q5VZU9;A0A494C0U1;A0A494C1S4;A0A494C159;A0A494C1S6;A0A494C0A3;A0A494C0X4","P29144;A0A494C1B8;Q5VZU9;A0A494C0U1","15;14;14;13;6;3;2;2;1","15;14;14;13;6;3;2;2;1","15;14;14;13;6;3;2;2;1","Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2 (Fragment)",9,15,15,15
"2136","P29218;E5RIP7;H0YBL1;E5RG13;E5RG94;E5RIF4;E5RHE9;E5RI82;E5RGY4","P29218;E5RIP7;H0YBL1;E5RG13;E5RG94;E5RIF4;E5RHE9;E5RI82;E5RGY4","P29218;E5RIP7;H0YBL1;E5RG13;E5RG94;E5RIF4;E5RHE9;E5RI82;E5RGY4","7;6;6;5;4;4;4;4;4","7;6;6;5;4;4;4;4;4","7;6;6;5;4;4;4;4;4","Inositol monophosphatase 1;Inositol-1-monophosphatase (Fragment);Inositol-1-monophosphatase (Fragment);Inositol monophosphatase 1 (Fragment);Inositol monophosphatase 1;Inositol monophosphatase 1;Inositol monophosphatase 1;Inositol monophosphatase 1 (Fragme",9,7,7,7
"2137","P29279","P29279","P29279","3","3","3","CCN family member 2",1,3,3,3
"2138","P29317;J3KR66;A0A0B4J1T8;Q9UF33;Q5JY90;U3NG26;F8W9W0;C9JXA2;E9PG71;F8VP57;B7ZKW7;B7ZKJ3;Q06187;P29320;P54764;P29322;P54756","P29317;J3KR66;A0A0B4J1T8;Q9UF33;Q5JY90;U3NG26;F8W9W0;C9JXA2;E9PG71;F8VP57;B7ZKW7;B7ZKJ3;Q06187;P29320;P54764;P29322;P54756","P29317","19;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","19;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","Ephrin type-A receptor 2",17,19,19,17
"2139","P29353;Q5T181;Q5T182;X6R6D0;P98077","P29353;Q5T181;Q5T182;X6R6D0;P98077","P29353;Q5T181;Q5T182","3;2;2;1;1","3;2;2;1;1","3;2;2;1;1","SHC-transforming protein 1;SHC-transforming protein 1 (Fragment);SHC-transforming protein 1 (Fragment)",5,3,3,3
"2140","P29372;A2IDA3","P29372;A2IDA3","P29372;A2IDA3","7;6","7;6","7;6","DNA-3-methyladenine glycosylase;DNA-3-methyladenine glycosylase (Fragment)",2,7,7,7
"2141","P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4","P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4","P29401;A0A0B4J1R6;E9PFF2","36;28;18;7;3","36;28;18;7;3","35;27;18;7;3","Transketolase;Transketolase;Transketolase",5,36,36,35
"2142","P29508;H0Y5H9;P48594","P29508;H0Y5H9;P48594","P29508;H0Y5H9;P48594","4;3;3","4;3;3","4;3;3","Serpin B3;Serpin B4 (Fragment);Serpin B4",3,4,4,4
"2143","P29590;H3BT57;H3BT29;H3BUJ5;H3BVD2","P29590;H3BT57;H3BT29;H3BUJ5;H3BVD2","P29590;H3BT57;H3BT29","37;28;19;17;11","37;28;19;17;11","37;28;19;17;11","Protein PML;Protein PML;Protein PML (Fragment)",5,37,37,37
"2144","P29966","P29966","P29966","9","9","9","Myristoylated alanine-rich C-kinase substrate",1,9,9,9
"2145","P29992;K7EL62;O95837;A0A087WVZ3","P29992;K7EL62;O95837;A0A087WVZ3","P29992","9;2;2;1","8;2;1;1","8;2;1;1","Guanine nucleotide-binding protein subunit alpha-11",4,9,8,8
"2146","P30038;Q5TF55","P30038;Q5TF55","P30038","10;2","10;2","10;2","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",2,10,10,10
"2147","P30040;F8VY02","P30040;F8VY02","P30040;F8VY02","5;4","5;4","5;4","Endoplasmic reticulum resident protein 29;Endoplasmic reticulum resident protein 29",2,5,5,5
"2148","P30041","P30041","P30041","11","11","11","Peroxiredoxin-6",1,11,11,11
"2149","P30044","P30044","P30044","6","6","6","Peroxiredoxin-5, mitochondrial",1,6,6,6
"2150","P30048","P30048","P30048","8","8","8","Thioredoxin-dependent peroxide reductase, mitochondrial",1,8,8,8
"2151","P30049","P30049","P30049","2","2","2","ATP synthase subunit delta, mitochondrial",1,2,2,2
"2152","P30050","P30050","P30050","11","11","11","60S ribosomal protein L12",1,11,11,11
"2153","P30084","P30084","P30084","13","13","13","Enoyl-CoA hydratase, mitochondrial",1,13,13,13
"2154","P30086","P30086","P30086","9","9","9","Phosphatidylethanolamine-binding protein 1",1,9,9,9
"2155","P30101","P30101","P30101","40","40","33","Protein disulfide-isomerase A3",1,40,40,33
"2156","P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PHZ6;M0QXG4;M0R0K6;E9PNM7","P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PHZ6;M0QXG4;M0R0K6;E9PNM7","P30153;C9J9C1;B3KQV6","26;18;17;5;2;2;1;1;1","26;18;17;5;2;2;1;1;1","20;15;14;5;0;0;1;1;0","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fragment);Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",9,26,26,20
"2157","P30154;H0YDG7","P30154;H0YDG7","P30154","7;3","1;1","1;1","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform",2,7,1,1
"2158","P30419;K7EN82;B7Z8J4;K7EN42","P30419;K7EN82;B7Z8J4;K7EN42","P30419","10;4;4;1","10;4;4;1","8;4;4;1","Glycylpeptide N-tetradecanoyltransferase 1",4,10,10,8
"2159","P30520","P30520","P30520","10","10","10","Adenylosuccinate synthetase isozyme 2",1,10,10,10
"2160","P30533;A0A3B3IRQ7;D6REW6","P30533;A0A3B3IRQ7;D6REW6","P30533;A0A3B3IRQ7","7;5;1","7;5;1","7;5;1","Alpha-2-macroglobulin receptor-associated protein;Alpha-2-macroglobulin receptor-associated protein",3,7,7,7
"2161","P30613;F8W6W2","P30613;F8W6W2","P30613","5;2","3;2","3;2","Pyruvate kinase PKLR",2,5,3,3
"2162","P30622;A0A3B3ITA2;F5H0N7;J3KP58;F5H6A0;A0A3B3ISJ8","P30622;A0A3B3ITA2;F5H0N7;J3KP58;F5H6A0;A0A3B3ISJ8","P30622;A0A3B3ITA2;F5H0N7;J3KP58","5;3;3;3;1;1","4;3;2;2;1;1","4;3;2;2;1;1","CAP-Gly domain-containing linker protein 1;CAP-Gly domain-containing linker protein 1 (Fragment);CAP-Gly domain-containing linker protein 1 (Fragment);CAP-Gly domain-containing linker protein 1",6,5,4,4
"2163","P30740","P30740","P30740","15","15","14","Leukocyte elastase inhibitor",1,15,15,14
"2164","Q5JR49;P30825","Q5JR49;P30825","Q5JR49;P30825","1;1","1;1","1;1","High affinity cationic amino acid transporter 1 (Fragment);High affinity cationic amino acid transporter 1",2,1,1,1
"2165","P30837","P30837","P30837","7","5","5","Aldehyde dehydrogenase X, mitochondrial",1,7,5,5
"2166","P31025;Q5VSP4","P31025;Q5VSP4","P31025","3;1","3;1","3;1","Lipocalin-1",2,3,3,3
"2167","P31040;D6RFM5;A0A087X1I3;A0A494C1T6;H0Y8X1","P31040;D6RFM5;A0A087X1I3;A0A494C1T6;H0Y8X1","P31040;D6RFM5;A0A087X1I3;A0A494C1T6","16;14;11;8;1","16;14;11;8;1","16;14;11;8;1","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;FAD_binding_2 domain-containing prote",5,16,16,16
"2168","P31150;G5E9U5","P31150;G5E9U5","P31150","21;6","12;3","12;3","Rab GDP dissociation inhibitor alpha",2,21,12,12
"2169","P31151;Q86SG5","P31151;Q86SG5","P31151","3;1","3;1","3;1","Protein S100-A7",2,3,3,3
"2170","P31153","P31153","P31153","9","9","8","S-adenosylmethionine synthase isoform type-2",1,9,9,8
"2171","P31323","P31323","P31323","9","6","6","cAMP-dependent protein kinase type II-beta regulatory subunit",1,9,6,6
"2172","P31327","P31327","P31327","2","1","1","Carbamoyl-phosphate synthase [ammonia], mitochondrial",1,2,1,1
"2173","P31689","P31689","P31689","9","9","9","DnaJ homolog subfamily A member 1",1,9,9,9
"2174","P31749;J3KTP4;G3V4I6;C9J258;J3KSY8;C9JC83;C9JIJ1;A0A0A0MRF1;A0A5F9ZHJ8;J3KRI8;A0A1B0GXA2;A8MX96;E7EVP8;F8VS91;M0QZK3;J3QLS6;C9JHS6;J3QKW1;A0A5F9ZHU3;M0R0P9;A0A5K1VW74;Q9Y243;P31751","P31749;J3KTP4;G3V4I6;C9J258;J3KSY8;C9JC83;C9JIJ1;A0A0A0MRF1;A0A5F9ZHJ8;J3KRI8;A0A1B0GXA2;A8MX96;E7EVP8;F8VS91;M0QZK3;J3QLS6;C9JHS6;J3QKW1;A0A5F9ZHU3;M0R0P9;A0A5K1VW74;Q9Y243;P31751","P31749;J3KTP4;G3V4I6;C9J258;J3KSY8;C9JC83;C9JIJ1;A0A0A0MRF1;A0A5F9ZHJ8;J3KRI8;A0A1B0GXA2;A8MX96;E7EVP8;F8VS91;M0QZK3;J3QLS6;C9JHS6;J3QKW1;A0A5F9ZHU3;M0R0P9;A0A5K1VW74;Q9Y243;P31751","2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","RAC-alpha serine/threonine-protein kinase;RAC-beta serine/threonine-protein kinase (Fragment);RAC-alpha serine/threonine-protein kinase (Fragment);RAC-beta serine/threonine-protein kinase (Fragment);RAC-beta serine/threonine-protein kinase (Fragment);RAC-b",23,2,2,2
"2175","P31930","P31930","P31930","17","17","16","Cytochrome b-c1 complex subunit 1, mitochondrial",1,17,17,16
"2176","P31937;H7BZL2","P31937;H7BZL2","P31937;H7BZL2","8;5","8;5","8;5","3-hydroxyisobutyrate dehydrogenase, mitochondrial;3-hydroxyisobutyrate dehydrogenase, mitochondrial (Fragment)",2,8,8,8
"2177","P31939;C9JLK0;H7C1S2;F8WEF0","P31939;C9JLK0;H7C1S2;F8WEF0","P31939","16;5;4;3","16;5;4;3","16;5;4;3","Bifunctional purine biosynthesis protein PURH",4,16,16,16
"2178","P31942","P31942","P31942","9","8","8","Heterogeneous nuclear ribonucleoprotein H3",1,9,8,8
"2179","P31944","P31944","P31944","6","6","6","Caspase-14",1,6,6,6
"2180","P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2","P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2","P31946","12;5;5;5;2","7;3;3;3;1","6;2;2;2;1","14-3-3 protein beta/alpha",5,12,7,6
"2181","P31947","P31947","P31947","6","2","2","14-3-3 protein sigma",1,6,2,2
"2182","P31948;F5H783;F5GXD8;H0YGI8","P31948;F5H783;F5GXD8;H0YGI8","P31948","11;5;4;2","11;5;4;2","11;5;4;2","Stress-induced-phosphoprotein 1",4,11,11,11
"2183","P31949","P31949","P31949","6","6","6","Protein S100-A11",1,6,6,6
"2184","P32119;A6NIW5","P32119;A6NIW5","P32119;A6NIW5","13;9","12;9","12;9","Peroxiredoxin-2;Peroxiredoxin 2, isoform CRA_a",2,13,12,12
"2185","P32189;A6NP46;Q14409;F8WC39;F8WDA9;F8WBI8;F8WF44;H7C2A0","P32189;A6NP46;Q14409;F8WC39;F8WDA9;F8WBI8;F8WF44;H7C2A0","P32189;A6NP46;Q14409;F8WC39","5;4;4;3;2;2;1;1","5;4;4;3;2;2;1;1","4;3;4;2;1;1;1;1","Glycerol kinase;Glycerol kinase;Glycerol kinase 3;Glycerol kinase",8,5,5,4
"2186","P32322;E2QRB3;J3QKT4;J3QL24;J3KQ22;J3KSA9;J3QR88;J3QLK9;J3QL23;J3QL32;J3KR12","P32322;E2QRB3;J3QKT4;J3QL24;J3KQ22;J3KSA9;J3QR88;J3QLK9;J3QL23;J3QL32;J3KR12","P32322;E2QRB3;J3QKT4;J3QL24;J3KQ22","6;5;4;3;3;2;2;2;2;2;1","6;5;4;3;3;2;2;2;2;2;1","5;4;3;3;3;2;2;2;2;2;0","Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 1, isoform CRA_c;Pyrroline-5-carboxylate reductase (Fragment);Pyrroline-5-carboxylate reductase 1, mitochondrial (Fragment);Pyrroline-5-carboxylate reductase (Fragment)",11,6,6,5
"2187","P32455;H3BNS1;Q9H0R5;P32456","P32455;H3BNS1;Q9H0R5;P32456","P32455","10;3;3;1","10;3;3;1","10;3;3;1","Guanylate-binding protein 1",4,10,10,10
"2188","P33151;I3L1J2;B4DTR2;H3BR11;H3BPG1","P33151;I3L1J2;B4DTR2;H3BR11;H3BPG1","P33151","9;4;2;1;1","9;4;2;1;1","9;4;2;1;1","Cadherin-5",5,9,9,9
"2189","P33176;A0A0G2JMZ6;O60282;J3KNA1;Q12840","P33176;A0A0G2JMZ6;O60282;J3KNA1;Q12840","P33176","30;7;7;6;6","30;7;7;6;6","30;7;7;6;6","Kinesin-1 heavy chain",5,30,30,30
"2190","P33897","P33897","P33897","5","5","5","ATP-binding cassette sub-family D member 1",1,5,5,5
"2191","P33993;C9J8M6","P33993;C9J8M6","P33993","9;2","9;2","9;2","DNA replication licensing factor MCM7",2,9,9,9
"2192","P34096","P34096","P34096","1","1","1","Ribonuclease 4",1,1,1,1
"2193","P34896;G3V2D2;J3KRK5;J3KRZ5","P34896;G3V2D2;J3KRK5;J3KRZ5","P34896","6;1;1;1","5;0;1;1","5;0;1;1","Serine hydroxymethyltransferase, cytosolic",4,6,5,5
